university_name,university_domain,program_name,course_id,course_name,description,credits,level,verified_url,skills
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4496,Computer Animation,"Motion techniques for computer animation and interactive games (keyframing, procedural methods, motion capture, and simulation) and principles for storytelling, composition, lighting, and interactivity.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"keyframing, procedural methods, motion capture, simulation, storytelling, composition, lighting, interactivity"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4497,Computational Aesthetics,"Aesthetics plays a key role in society and economy.  Students will invent and test beautification algorithms for colors, music, and animations and more.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Algorithms, Color Theory, Music Information Retrieval, Computer Animation, Computational Aesthetics, Signal Processing, Data Analysis, Human-Computer Interaction"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4510,Automata and Complexity Theory,"Computational machine models and their language classes. Undecidability. Resource-bounded computations. Central complexity-theoretic concepts such as complexity classes, reducibility and completeness.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Automata Theory, Formal Languages, Turing Machines, Computability Theory, Undecidability, Computational Complexity Theory, Complexity Classes, Reducibility, Completeness"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4520,Approximation Algorithms,"Approximation algorithms for NP-hard optimization problems, design and analysis techniques for such algorithms.  Credit not allowed for both CS 4520 and CS 7520 .",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Approximation algorithms, NP-hard optimization, Algorithm design, Algorithm analysis"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4530,Randomized Algorithms,"Efficient randomized algorithms with improved performance over deterministic algorithms, or for NP-hard optimization problems, design and analysis techniques for such algorithms.  Credit not allowed for both CS 4530 and CS 7530 .",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Randomized Algorithms, Deterministic Algorithms, NP-Hard Optimization, Algorithm Design, Algorithm Analysis, Optimization Techniques"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4540,Advanced Algorithms,"Advanced techniques for designing and analyzing efficient algorithms for combinatorial, algebraic, and number theoretic problems.  Credit not allowed for both CS 4540 and CS 6505 or CS 4540 and CS 6515 .",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Algorithm Design, Algorithm Analysis, Combinatorial Algorithms, Algebraic Algorithms, Number Theoretic Algorithms, Efficient Algorithms"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4550,Scientific Data Processing and Visualization,"Foundations and algorithms underlying the development and application of tools for the efficient transmission, analysis, filtering, and visualization of large scientific data sets.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Algorithms, Data Transmission, Data Analysis, Filtering, Data Visualization"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4560,Verification of Systems,"Technique for verifying, validating and testing software and hardware systems. Topics covered will include modeling, abstraction methods, evaluation and certification, and computer-aided verification methods.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Software Verification, Software Validation, Software Testing, Hardware Verification, Hardware Validation, Hardware Testing, Modeling, Abstraction Methods, Computer-Aided Verification"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4590,Principles and Applications of Computer Audio,"A well-rounded exploration of digital audio and its importance in current research and applications. Exposes students to the principles, technology, and current research of computer audio.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Digital Audio, Computer Audio, Research Methods, Signal Processing"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4605,Mobile and Ubiquitous Computing,Investigates the infrastructure required to develop mobile and ubiquitous computing applications and establishes major research themes and experimental practices.Credit not awarded for both CS 4605 and CS 7470 .,3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Mobile computing, Ubiquitous computing, Infrastructure design, Experimental practices, Research methodology"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4611,Artificial Intelligence Problem Solving,"Basic concepts and methods of AI problem solving, knowledge representation, reasoning, and learning.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"AI problem solving, Knowledge representation, Reasoning, Machine learning"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4613,Knowledge Systems Engineering,Techniques for constructing large knowledge-based systems. Advanced symbolic AI techniques. Constraint systems.,3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Knowledge-based systems, Symbolic AI, Constraint systems"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4615,Knowledge-Based Modeling and Design,"Information-processing theories of modeling and design; topics include design decision-making, problem-solving and learning, and knowledge-based modeling and design.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Design decision-making, Problem-solving, Learning, Knowledge-based modeling"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4616,Pattern Recognition,"An introductory course on pattern classification and decision problems with applications to character recognition, image analysis, and speech recognition.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Pattern Classification, Decision Theory, Character Recognition, Image Analysis, Speech Recognition, Machine Learning, Statistical Modeling, Algorithms"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4622,Case-Based Reasoning,"Based on human problem-solving, CBR has had many successes in industry and research.  Topics include case representation, indexing and retrieval, similarity assessment, adaptation, learning.  Credit not allowed for both CS 4622 and CS 7620 .",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Case-Based Reasoning, Case Representation, Indexing and Retrieval, Similarity Assessment, Machine Learning, Knowledge Representation, Information Retrieval"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4625,Intelligent and Interactive Systems,Explores how human-computer interaction and machine learning can interact to create personalized information environments. Emphasis on current research efforts from both fields.,3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Human-Computer Interaction, Machine Learning, Research Methods"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4632,Advanced Intelligent Robotics,Hands-on course in which students program autonomous mobile robots and solve complex tasks for robot teams.,3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Embedded Systems, Sensor Integration, Control Algorithms, Multi-robot Coordination"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4635,Knowledge-Based Artificial Intelligence,"Structured knowledge representation; knowledge-based methods of reasoning and learning; problem-solving, modeling and design.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Structured Knowledge Representation, Knowledge-Based Reasoning, Knowledge-Based Learning, Problem Solving, Modeling, Design"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4641,Machine Learning,"Machine learning techniques and applications. Topics include foundational issues; inductive, analytical, numerical, and theoretical approaches; and real-world applications. Credit not awarded for both CS 4641 and CS 7641 / CSE 6740 / ISYE 6740 / ECE 4252 .",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Machine Learning, Inductive Learning, Analytical Methods, Numerical Methods, Theoretical Approaches, Real-World Applications"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4644,Deep Learning,"This course will cover the fundamental underpinnings and practice of deep learning, including neural network architectures, optimization algorithms, and applications to perception and Artificial Intelligence.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Deep Learning, Neural Network Architectures, Optimization Algorithms, Perception, Artificial Intelligence"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4646,Machine Learning for Trading,This course introduces students to the real world challenges of implementing machine learning based strategies including the algorithmic steps from information gathering to market orders.Credit not awarded for both CS 4646 and CS 7646 .,3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Machine Learning, Algorithms, Algorithmic Trading, Data Collection, Financial Modeling"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4649,Robot Intelli Planning,"We investigate algorithms for robots and complex systems that make intelligent decisions.  Emphasis on the theoretical and empirical properties of classical, geometric, stochastic/dynamic planning.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Algorithms, Robotics, Complex Systems, Intelligent Decision Making, Classical Planning, Geometric Planning, Stochastic Planning, Dynamic Planning, Theoretical Analysis, Empirical Analysis"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4650,Natural Language Understanding,"Methodologies for designing systems that comprehend natural language. Topics include lexical analysis, parsing, interpretation of sentences, semantic representation, organization of knowledge, and inference mechanisms.  Credit not allowed for both CS 4650 and CS 7650 .",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Lexical Analysis, Parsing, Sentence Interpretation, Semantic Representation, Knowledge Organization, Inference Mechanisms"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4670,Computer-Supported Collaborative Learning,"Research and practice in computer-supported collaborative learning. Review of existing systems and research, as well as evaluation and design methods.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Computer-Supported Collaborative Learning (CSCL), Human-Computer Interaction (HCI), Research Methods, Systems Evaluation, User Interface Design, Instructional Design, Educational Technology, Collaborative Systems Design"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4675,"Internet Computing Systems, Services and Applications","Focusing on fundamental issues, concepts, techniques, and technical challenges that are critical for designing and developing Internet systems, services and applications.  Credit not allowed for both CS 4675 and CS 6675 .",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Internet Systems Design, Distributed Systems, Service-Oriented Architecture (SOA), Web Application Development, Network Architecture, System Design"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4685,Pervasive Systems and Networking,In-depth study of systems and wireless networking issues in enabling pervasive computing environments and applications using a hand-on approach.,3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"wireless networking, pervasive computing"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4690,Empirical Methods for User Interface Design and Evaluation,Introduction to empirical methods for gathering requirements and evaluating the end-user and usability of software systems.,3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Empirical Methods, Requirements Gathering, End-User Evaluation, Usability Evaluation, User Research, Usability Testing, Human-Computer Interaction (HCI), User-Centered Design, Qualitative Research, Quantitative Research, Surveys, Interviews, Observational Studies, Heuristic Evaluation, A/B Testing, Usability Metrics"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4699,Undergraduate Research.  1-12 Credit Hours,Independent research conducted under the guidance of a faculty member.,12,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,Research Methods
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4710,Introduction to Computing Concepts for Bioinformatics,Introduction to programming concepts and computing tools such as formal models and algorithms with applications from conceptual biology.  May not be used by computer science majors for degree credit.,4,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Programming, Formal Models, Algorithms, Computational Biology"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4723,Inter Capstone Design,"Entrepreneurial Junior Design. Teams comprised of CS, ECE, and ME students will design and build prototypes of their invention ideas and explore market fit.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Prototyping, Product Design, Market Research, Product-Market Fit, Entrepreneurship, Innovation, Cross-functional Teamwork"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4725,Information Security Strategies and Policies,"Information security vulnerabilities and risks; legal, cost, privacy, and technology constraints; derivation of strategies; technical and procedural means of achieving desired results. Credit will not be awarded for both CS 4725 and CS 6725 or MGT 4725 or MGT 6725 or PUBP 4725 .",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Vulnerability Assessment, Risk Analysis, Threat Modeling, Privacy Law, Compliance Management, Cost-Benefit Analysis, Security Strategy Development, Incident Response Planning, Security Controls Implementation, Procedural Safeguards, Security Policy Development"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4731,Game AI,"Examines the expressive possibilities of artificial intelligence techniques in computer games. Students learn AI programming techniques, and how they strongly interface with game design.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Artificial Intelligence, AI Programming, Game Design"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4745,Information and Communication Technologies and Global Development,"Focus on technology design, adoption, and use as seen through the lens of global development.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Human-Computer Interaction (HCI), UI/UX Design, Information and Communication Technologies for Development (ICT4D), User Research"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4770,Mixed Reality Experience Design,"Focuses on informal design, integration of  media theory, HCI and technology issues. Significant group design projects. Credit not awarded for both CS 4770 and LMC 4733 /6340/ CS 6770 .",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Human-Computer Interaction (HCI), UI/UX Design"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4792,Design Project in Cognitive Science,"Individual project with a cognitive science faculty member, designed as a supplement to the student's senior design project or thesis in their major area.  Crosslisted with PST, PSYC, and ISYE 4792.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Research Methods, Technical Writing, Thesis/Academic Writing, Oral Presentations"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4795,GPU Programming for Video Games,3-D graphics pipelines. Physically-based rendering. Game engine architectures. GPU architectures. Graphics APIs. Vertex and pixel shader programming. Post-processing effects. Deferred rendering.,3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"3-D Graphics Pipelines, Physically-based Rendering, Game Engine Architecture, GPU Architecture, Graphics APIs, Vertex Shader Programming, Pixel Shader Programming, Post-processing Effects, Deferred Rendering"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4902,Special Problems.  1-21 Credit Hours,An investigation of significant areas of information and computer science. Guided study and research.,21,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Computer Science, Information Science, Research Methods"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4903,Special Problems.  1-21 Credit Hours,An investigation of significant areas of information and computer science. Guided study and research.,21,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Research Methods, Computer Science Research, Guided Study, Research"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4911,Design Capstone Project.  1-21 Credit Hours,Team-based capstone experience allowing students to analyze a problem for a customer and manage the solution development through the full project life cycle.,21,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Problem Analysis, Project Management, Solution Development, Full Project Life Cycle Management, Team Collaboration, Customer Requirements Gathering, Stakeholder Communication, System Design, Implementation, Testing, Deployment, Maintenance"
Georgia Institute of Technology,gatech.edu,Computer Science,CS 4912,Design Capstone Project,Team-based capstone experience allowing students to analyze a problem for a customer and manage the solution development through the full project life cycle.,3,Undergraduate,https://catalog.gatech.edu/coursesaz/cs/,"Team Collaboration, Problem Analysis, Requirements Gathering, Stakeholder Management, Solution Development, Project Life Cycle Management, Software Development Life Cycle (SDLC), Agile Methodology, Scrum, System Design, Technical Documentation, Risk Management, Testing and Validation, Deployment"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 1010,Introduction to ECE Design,"An introduction to basic concepts useful for all areas of Electrical and Computer Engineering. Focus on hands-on, team-based activities using robotics.",2,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Robotics, Electrical Engineering, Computer Engineering"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 1871,Special Topics,Special Topics for Electrical and Computer Engineering.,1,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Electrical Engineering, Computer Engineering"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 2001,ECE Seminar,"Speakers with diverse backgrounds and representing many different industries, professions, and institutions describe their experiences, entrepreneurial ventures, and research challenges.",1,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Entrepreneurship, Research Methods"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 2020,Digital System Design,"Computer system and digital design principles.  Switch and gate design, Boolean algebra, number systems, arithmetic, storage elements.  Datapath, memory organization, instruction set architecture, assembly language.  Credit not allowed for both ECE 2020 and ECE 2030.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Switch design, Gate design, Boolean algebra, Number systems, Arithmetic, Storage elements, Datapath design, Memory organization, Instruction set architecture, Assembly language"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 2026,Introduction to Signal Processing,"Introduction to discrete-time signal processing and linear systems.  Sampling theorem, filtering, frequency response, Discrete Fourier Transform, Z-Transform.  Laboratory emphasizes computer-based signal processing.  Credit not allowed for both ECE 2026 and ECE 2025.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Discrete-time signal processing, Linear systems, Sampling theorem, Filtering, Frequency response, Discrete Fourier Transform, Z-Transform, Computer-based signal processing"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 2031,Digital Design Laboratory,"Design and implementation of digital systems, including a team  design project.  CAD tools, project design methodologies, logic synthesis, and assembly language programming.",2,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Digital Systems Design, CAD Tools, Project Design Methodologies, Logic Synthesis, Assembly Language Programming"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 2035,Programming for Hardware/Software Systems,"Creation of complex execution and storage mechanisms, based on instruction set architecture, for software design including high-level programming languages and operating systems.  Programming design projects.  Credit not allowed for both ECE 2035 and ECE 3035.",4,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Instruction Set Architecture, Computer Architecture, Memory Management, Software Design, Operating Systems, High-Level Programming Languages"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 2036,Engineering Software Design,Object-oriented software methods for engineering applications.  Numerical analysis methods; simulations and graphical presentation of simulation results; analysis of numerical precision.  Programming projects.  Credit not allowed for both ECE 2036 and ECE 3090.,4,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Object-Oriented Programming, Numerical Analysis, Simulation, Data Visualization, Numerical Precision Analysis"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 2040,Circuit Analysis,Basic concepts of DC and AC circuit theory and analysis.,3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"DC circuit theory, AC circuit theory, Circuit analysis"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 2045,Practical Skills and Design,"This course teaches practical skills, such as soldering and prototyping, and introduces students to ECE design.",1,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"soldering, prototyping, ECE design"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 2698,Undergraduate Research Assistantship.  1-12 Credit Hours,Independent research conducted under the guidance of a faculty member.,12,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,Research Methods
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 2699,Undergraduate Research.  1-12 Credit Hours,Independent Research conducted under the guidance of a faculty member.,12,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Research Methods, Academic Writing, Technical Writing, Oral Presentations"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3005,Professional and Technical Communications for ECE,"Written, oral, and visual communication skills required by electrical and computer engineers.  Prepares students for advanced communication tasks required in academic and professional settings.",1,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Written Communication, Oral Communication, Visual Communication, Technical Writing, Oral Presentations, Academic Writing"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3011,ECE Design Fundamentals,"This course teaches system-level design, including both software and hardware. Through activities and projects, students gain exposure to entrepreneurship, product lifecycle management, prototyping, and testing.",2,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"System-Level Design, Software Design, Hardware Design, Entrepreneurship, Product Lifecycle Management, Prototyping, Testing"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3025,Electromagnetics,To present the laws and applications of electromagnetics.,3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Electromagnetics, Maxwell's equations, Electromagnetic wave propagation, Antenna design, Transmission line analysis"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3030,Physical Foundations of Computer Engineering,"Basic principles governing the physical realization of computing systems and their relationship to characteristics such as performance, energy, and robustness.  Implementation technologies.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Computer Architecture, Digital Logic Design, VLSI Design, Semiconductor Physics, Embedded Systems, Circuit Design, Performance Analysis, Energy Efficiency, Robustness Engineering, Fault Tolerance, FPGA Design, ASIC Design, System-on-Chip (SoC) Design, RTL Design, Logic Synthesis, Static Timing Analysis, Power Analysis, Thermal Design, CMOS Technology, Low-power Design, High-performance Computing, Memory Hierarchy Design, Cache Design, Interconnect Design, Network-on-Chip (NoC), Reliability Engineering, Design for Testability (DFT), Place and Route, Clock Gating, Voltage Scaling, DVFS, Package Design, 3D Integration, Silicon Photonics"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3040,Microelectronic Circuits,"Basic concepts of microelectronic materials, devices, and circuits.",4,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Microelectronics, Semiconductor Materials, Electronic Devices, Circuit Design, Electrical Engineering"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3043,"Measurements, Circuits, and Microelectronics Laboratory","Basic electronic test instrumentation.  Elementary passive and active circuits using both discrete (diodes, bipolar junction transistors, MOSFETs) and integrated devices (operational amplifiers).  Credit not allowed for both ECE 3043 and ECE 3041.",2,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Electronic Test Instrumentation, Passive Circuit Design, Active Circuit Design, Diode Characteristics, Bipolar Junction Transistor Analysis, MOSFET Operation, Operational Amplifier Applications"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3058,"Architecture, Systems, Concurrency, and Energy in Computation","Basic organizational principles of the major components of a processor – the core, memory hierarchy, I/O subsystem and basic operating system constructs that utilize them.",4,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Processor Architecture, Core Design, Memory Hierarchy, I/O Subsystem, Operating System Constructs"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3072,Electrical Energy Systems,"Non-renewable and renewable/sustainable energy sources.  Processes, costs, and environmental impact of conversion into electric energy.  Delivery and control of electric energy, electromechanical systems.  Credit not allowed for both ECE 3072 and ECE 3071.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Electrical Engineering, Power Systems, Energy Conversion, Control Systems, Electromechanical Systems, Renewable Energy Technologies, Non-renewable Energy Sources, Environmental Impact Assessment, Cost Analysis, Power Delivery, Simulation, Optimization"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3077,Introduction to Probability and Statistics for ECE,"Introduction to probability, random variables, distributions, estimation, confidence intervals, linear regression and other tools for describing and managing uncertainty in electrical and computer engineering.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Probability, Random Variables, Distributions, Estimation, Confidence Intervals, Linear Regression"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3084,Signals and Systems,"Continuous-time linear systems and signals, their mathematical representations, and computational tools.  Fourier and Laplace transforms, convolutions, input-output responses, stability.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Continuous-time linear systems, Signal processing, Mathematical modeling, Computational tools, Fourier transforms, Laplace transforms, Convolution, Input-output analysis, System stability analysis"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3150,VLSI and Advanced Digital Design,Advanced digital design issues in the context of VLSI systems. Introduction to a design methodolgy that encompasses the range from architectural models to circuit simulation. Credit not awarded for ECE 3150 and ECE 3060.,4,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Digital Design, VLSI, Architectural Modeling, Circuit Simulation"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3170,Cryptographic Hardware for Embedded Systems,"Introduction to cryptography and authentication from a hardware-centric perspective.  Historic ciphers, symmetric and asymmetric encryption, and power analysis attacks are taught from a digital and VLSI design perspective.",4,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Cryptography, Authentication, Historic Ciphers, Symmetric Encryption, Asymmetric Encryption, Power Analysis Attacks, Digital Design, VLSI Design"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3251,Optimization for Information Systems,"An introduction to the fundamentals of optimization with a focus on algorithms and applications in signal processing, control systems, machine learning, and robotics.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Optimization, Algorithms, Signal Processing, Control Systems, Machine Learning, Robotics"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3300,Electromechanical and Electromagnetic Energy Conversion,"Introduction to three phase power systems, electromechanical energy conversion and operating principles of electric machines.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Three-phase power systems, Electromechanical energy conversion, Electric machine operating principles"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3400,Analog Electronics,"Analysis and design of electronic circuits and systems.  Biasing, small-signal analysis, frequency response, feedback amplifiers, active filters, non-linear op-amp applications, and oscillators.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Circuit Design, Circuit Analysis, Biasing, Small-signal Analysis, Frequency Response, Feedback Amplifier Design, Active Filter Design, Non-linear Op-amp Applications, Oscillator Design, Signal Processing, Electrical Engineering"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3450,Semiconductor Devices,"Properties of semiconductor devices.  Applications in current and future computers, fiber optic and wireless communication systems.  Future needs of high frequency, GHz-range, device operation.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Semiconductor Physics, Fiber Optic Communication, Wireless Communication Systems, High-Frequency Circuit Design, GHz-range Device Operation, Electrical Engineering"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3550,Feedback Control Systems,"Analysis and design of control systems.  Laplace transforms, transfer functions, and stability.  Feedback systems: tracking and disturbance rejection.  Graphical design techniques.",3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Control Systems, Control System Design, Laplace Transforms, Transfer Functions, Stability Analysis, Feedback Systems, Tracking Control, Disturbance Rejection, Graphical Design Techniques"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3600,Computer Communications,Basic concepts of computer communication network protocols.,3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,Network Protocols
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3710,Circuits and Electronics,An introduction to electric circuit elements and electronic devices and a study of circuits containing such devices.,2,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Circuit Design, Circuit Analysis, Electronic Devices"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3741,Instrumentation and Electronics Lab,Basic analog and digital electronic circuits and principles. Techniques of electrical and electronic measurements with laboratory instruments.,1,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Analog electronic circuits, Digital electronic circuits, Electrical measurement techniques, Electronic measurement techniques, Laboratory instrument operation"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3951,Undergraduate Research I.  1-21 Credit Hours,Participation in an individual or group research project under the direction of a faculty member.,21,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Research Methods, Technical Writing, Thesis/Academic Writing, Oral Presentations"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 3952,Undergraduate Research II.  1-21 Credit Hours,Participation in an individual or group research project under the direction of a faculty member. Requires a formal research report.,21,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Research Methods, Technical Writing, Academic Writing, Oral Presentations"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4011,ECE Culminating Design Project I,"First semester of ECE culminating design sequence.  Design tools, financial principles, project management, probabilistic and statistical techniques, team forming.  Requires formal reports and group presentations.",2,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Engineering Design Tools, Financial Analysis, Project Management, Probability, Statistical Modeling, Team Management, Technical Writing, Oral Presentations"
Georgia Institute of Technology,gatech.edu,Cybersecurity,ECE 4012,ECE Culminating Design Project II,Second semester of ECE culminating design sequence.  Team project in ECE incorporating engineering standards and realistic constraints.  Requires formal reports and group presentations.,3,Undergraduate,https://catalog.gatech.edu/coursesaz/ece/,"Formal Report Writing, Group Presentation Skills, Engineering Standards Application, Constraint-Based Design, Team Project Collaboration, Technical Writing, Oral Presentations"
